movie_id	title	genre	tag
1757	Fallen Angels (Duo luo tian shi) (1995)	['Drama', 'Romance']	['accomplices', 'assassin', 'assassins', 'bar', 'debt collection', 'father-son relationship', 'great soundtrack', 'hit men', 'jukebox', 'love', 'masturbation', 'motorcycle', 'pigs', 'product placement', 'selective mutism', 'smoking', 'urban', 'video camera', 'assassination', 'ice cream', 'jet tone', 'love', 'masturbation', 'moody', 'mute', 'nocturnal', 'selective mutism', 'setting:hong kong', 'stylized', 'subway', 'urbane', 'eerie', 'elegiac', 'moody', 'nocturnal', 'stylized', 'urbane', 'favorites', 'loved it', 'hongkong style']
1759	Four Days in September (O Que Ã Isso, Companheiro?) (1997)	['Drama']	
1760	Spice World (1997)	['Comedy', 'Musical']	['who thought this was a good idea?', 'golden raspberry (worst actress)', 'awful awards', 'no rec?', 'awesinine', 'alan cumming', 'spice girls', 'true story', 'embarassed to watch']
1762	Deep Rising (1998)	['Action', 'Horror', 'Sci-Fi']	['on disc']
1764	Tainted (1998)	['Comedy', 'Thriller']	
1765	Letter From Death Row, A (1998)	['Crime', 'Drama']	['less than 300 ratings']
1767	Music From Another Room (1998)	['Drama', 'Romance']	['jude law', 'want to own']
1768	Mother and Son (Mat i syn) (1997)	['Drama']	
1769	Replacement Killers, The (1998)	['Action', 'Crime', 'Thriller']	['directorial debut', 'guns', 'guns']
1770	B. Monkey (1998)	['Crime', 'Romance', 'Thriller']	['based on a book', 'jazz', 'nudity (full frontal - brief)', 'nudity (topless)', 'nudity (topless - notable)', 'dvd-r', 'dvd-ram']
1771	Night Flier (1997)	['Horror']	
1772	Blues Brothers 2000 (1998)	['Action', 'Comedy', 'Musical']	['sequel', 'seen more than once', 'sequels', 'john landis', 'like-i-like top pick', 'sequels', 'owned', 'based on a tv show', 'snl alum', 'friday night movie']
1773	Tokyo Fist (Tokyo ken) (1995)	['Action', 'Drama']	['boxing']
1774	Mass Transit (1998)	['Comedy', 'Drama']	
1776	Ride (1998)	['Drama']	
1777	Wedding Singer, The (1998)	['Comedy', 'Romance']	"['adam sandler', ""can't remember"", '1980s', 'drew barrymore', ""adam sandler's best"", '1980s', 'adam sandler', ""80's"", 'chick flick', 'seen more than once', 'funny', 'adam sandler', 'want', 'chick flick', 'cute!', 'adam sandler', '1980s', 'chick flick', 'adam sandler', 'buscemi']"
1779	Sphere (1998)	['Sci-Fi', 'Thriller']	"['based on a book', 'frightening', 'terrible', 'michael crichton', 'sphere', 'based on book', '10', 'sci-fi', 'on disc', 'futuristmovies.com', 'crichton', 'underrated', 'sea bottom', 'michael crichton', 'michael crichton', 'samuel l. jackson', 'sci-fi', 'michael crichton', 'good', 'michael crichton', 'sci-fi', 'based on a book', 'crichton', 'sci-fi', 'samuel l. jackson', 'submarine', 'underwater', 'mind', '85', 'decent', 'sci-fi', 'meh', 'sci-fi', 'sci-fi', 'not seen', 'sci-fi', 'to-rent', ""didn't see"", 'adaptation', 'bring the pain', 'underwater', '>']"
1780	Ayn Rand: A Sense of Life (1997)	['Documentary']	
1781	Further Gesture, A (1996)	['Drama']	
1782	Little City (1998)	['Comedy', 'Romance']	
1783	Palmetto (1998)	['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']	['boring', 'boring']
1784	As Good As It Gets (1997)	['Comedy', 'Drama', 'Romance']	['psychology', 'divx', 'greg kinnear', 'rated-pg-13', 'comedy', 'funny', 'helen hunt', 'jack nicholson', 'neurosis', 'obsessive compulsive disorder', 'relationships', 'helen hunt', 'jack nicholson', 'james l. brooks', 'to see', 'oscar (best actor)', 'oscar (best actress)', 'nicholson', 'great intelligent comedy', 'comedy', 'drama', 'romance', 'funny', 'grood', 'helen hunt', 'jack nicholson', 'gay friend', 'classic', 'nudity (topless - brief)', 'seen more than once', 'seen at the cinema', 'jack nicholson', 'comedy', 'obsessive compulsive disorder', 'conflicts and differences between 2 people', 'relationships', 'jack nicholson', 'watch-again', 'need to buy', 'neurosis', 'jack nicholson', 'jack nicholson', 'oscar winner', 'classic']
1785	King of New York (1990)	['Action', 'Crime', 'Drama']	['cinematographer:bojan bazelli', 'abel ferrara', nan, 'crime', 'christopher walken']
1787	Paralyzing Fear: The Story of Polio in America, A (1998)	['Documentary']	
1788	Men with Guns (1997)	['Action', 'Drama']	
1789	Sadness of Sex, The (1995)	['Drama']	['movie to see', 'movie to see', 'movie to see', 'movie to see']
1791	Twilight (1998)	['Crime', 'Drama', 'Thriller']	['nudity (topless - notable)', 'easily confused with other movie(s) (title)', 'gene hackman']
1792	U.S. Marshals (1998)	['Action', 'Crime', 'Thriller']	['robert downey jr.', 'seen at the cinema', 'great chase scenes', 'tommy lee jones', 'tommy lee jones']
1793	Welcome to Woop-Woop (1997)	['Comedy']	
1794	Love and Death on Long Island (1997)	['Comedy', 'Drama']	['see']
1795	CallejÃ³n de los milagros, El (1995)	['Drama']	
1796	In God's Hands (1998)	['Action', 'Drama']	
1797	Everest (1998)	['Documentary', 'IMAX']	['mountain climbing', 'mountains', 'mountain climbing', 'in netflix queue', 'seen more than once']
1798	Hush (1998)	['Thriller']	
1799	Suicide Kings (1997)	['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']	['dark comedy', 'te kijken', 'black comedy', 'mafia', 'christopher walken']
1801	Man in the Iron Mask, The (1998)	['Action', 'Adventure', 'Drama']	['good but not accurate', 'mask', 'remake', 'adventure', 'france', 'iron mask', 'swashbuckler', 'boring', 'france', 'swashbuckler', 'gabriel byrne', 'jeremy irons', 'john malkovich', 'gerard depardieu', 'john malkovich', 'france', 'monarchy', 'paris', 'versailles', 'gabriel byrne', 'gerard depardieu', 'jeremy irons', 'john malkovich', 'leonardo dicaprio', 'iron mask', 'seen more than once', 'interesting', 'adventure', 'comedy drama adventure']
1804	Newton Boys, The (1998)	['Crime', 'Drama']	['trains', 'earnest', 'humorous', 'nostalgic', 'sentimental', 'understated']
1805	Wild Things (1998)	['Crime', 'Drama', 'Mystery', 'Thriller']	"[""'sexy'"", 'lesbian', 'nudity (topless - notable)', 'nudity (topless)', 'seen at the cinema', 'watched 1998', 'to see', 'lesbian', 'nudity (topless - notable)', 'drama', 'nudity (topless)', 'nudity (topless - notable)', 'seen at the cinema', 'watched 1998', ""'sexy'"", 'get', 'pulp']"
1806	Paulie (1998)	['Adventure', 'Children', 'Comedy']	['animals die :(']
1807	Cool, Dry Place, A (1998)	['Drama']	['less than 300 ratings']
1809	Fireworks (Hana-bi) (1997)	['Crime', 'Drama']	['not the best kitano but good', 'technique', 'art', 'bank robbery', 'bittersweet', 'breakups and divorces', 'cancer', 'deceased family member', 'disability', 'doctors and patients', 'ex-cop', 'family', 'flowers', 'guilt', 'hospital', 'husband-wife relationship', 'library vhs', 'loneliness', 'money', 'on the road', 'painter', 'snow', 'terminal illness', 'violent', 'visual', 'a non-typical story leads to a fine ending', '2.5', 'a non-typical story leads to a fine ending', 'blood gore', 'good but too bloody', 'japan', 'landscapes', 'yakuza', 'art house', 'drama', 'japan', 'japan', 'takeshi kitano', 'drama', 'japan', 'bloody', 'police', 'wheelchair', 'yakuza', 'takeshi kitano']
1810	Primary Colors (1998)	['Comedy', 'Drama']	['politics', 'atmospheric', 'based on a book', 'bechdel test:pass', 'co-production', 'disillusionment', 'extramarital affairs', 'hairdresser', 'media', 'new orleans', 'new york city', 'oscar nominee: adapted screenplay', 'oscar nominee: supporting actress', 'politicians', 'politics', 'propaganda', 'r', 'r:sexual references', 'r:strong language', 'rise to power', 'scandal', 'scope', 'seen 2008', 'suicide', 'politicians', 'politics', 'bechdel test:pass', 'atmospheric', '1990s', 'politicians']
1811	Niagara, Niagara (1997)	['Drama']	
1812	Wide Awake (1998)	['Children', 'Comedy', 'Drama']	['m. night shyamalan']
1814	Price Above Rubies, A (1998)	['Drama']	
1815	Eden (1997)	['Drama']	['less than 300 ratings']
1816	Two Girls and a Guy (1997)	['Comedy', 'Drama']	"['robert downey jr.', 'group sex', ""can't remember""]"
1817	No Looking Back (1998)	['Drama', 'Romance']	
1819	Storefront Hitchcock (1997)	['Documentary', 'Musical']	['robyn hitchcock']
1820	Proposition, The (1998)	['Drama', 'Romance']	
1821	Object of My Affection, The (1998)	['Comedy', 'Romance']	['gay', 'jennifer aniston', 'bibliothek', 'gay']
1822	Meet the Deedles (1998)	['Children', 'Comedy']	['aj langer', 'dennis hopper', 'john ashton', 'paul walker', 'steven van wormer']
1824	Homegrown (1998)	['Comedy', 'Thriller']	
1825	Player's Club, The (1998)	['Comedy', 'Drama']	
1826	Barney's Great Adventure (1998)	['Adventure', 'Children']	
1827	Big One, The (1997)	['Comedy', 'Documentary']	['dvd', 'documentary', 'propaganda', 'documentary', 'documentary', 'politics', 'documentary', 'social commentary']
1829	Chinese Box (1997)	['Drama', 'Romance']	['deep', 'hong kong']
1830	Follow the Bitch (1996)	['Comedy']	
1831	Lost in Space (1998)	['Action', 'Adventure', 'Sci-Fi']	['space', 'futuristmovies.com', 'mimi rogers', 'based on a tv show', 'matt leblanc', 'heather graham', 'jack johnson', 'lacey chabert', 'mimi rogers', 'william hurt', 'gary oldman', 'tv remake']
1832	Heaven's Burning (1997)	['Action', 'Drama']	['russell crowe']
1833	Mercury Rising (1998)	['Action', 'Drama', 'Thriller']	"['seen 2008', 'golden raspberry (worst actor)', 'bruce willis', 'bruce willis', 'autism', ""don't remember"", 'not impressive']"
1834	Spanish Prisoner, The (1997)	['Crime', 'Drama', 'Mystery', 'Thriller']	['twist ending', 'library vhs', 'twist ending', 'netflix', 'con men', 'trust no one']
1835	City of Angels (1998)	['Drama', 'Fantasy', 'Romance']	['meg ryan', 'nicholas cage', 'bibliothek', 'mawkish', 'the original is better', 'seen at the cinema', 'meg ryan', 'nicolas cage', 'good music', 'meg ryan', 'death', 'nicolas cage']
1836	Last Days of Disco, The (1998)	['Comedy', 'Drama']	['no dvd at netflix', 'nudity (topless - brief)', '1970s']
1837	Odd Couple II, The (1998)	['Comedy']	['jack lemmon', 'jonathan silverman', 'lisa waltz', 'richard riehle', 'walter matthau']
1839	My Giant (1998)	['Comedy']	['vin diesel']
1840	He Got Game (1998)	['Drama']	"['nudity (topless)', 'want to see again', ""tumey's dvds"", 'basketball', 'family', 'sports', 'hw drama']"
1841	Gingerbread Man, The (1998)	['Drama', 'Thriller']	['robert altman', 'nudity (full frontal)']
1842	Illtown (1996)	['Crime', 'Drama']	
1843	Slappy and the Stinkers (1998)	['Children', 'Comedy']	
1844	Live Flesh (Carne trÃ©mula) (1997)	['Drama', 'Romance']	"['08.02.06', 'seen', 'nudity (topless)', '3', ""tumey's dvds""]"
1845	Zero Effect (1998)	['Comedy', 'Mystery', 'Thriller']	['own', 'blackmail', 'eccentricity', 'health club', 'los angeles', 'noir', 'portland', 'underrated', 'off-beat comedy']
1846	Nil By Mouth (1997)	['Drama']	"[""tumey's dvds"", 'must see!']"
1848	Borrowers, The (1997)	['Adventure', 'Children', 'Comedy', 'Fantasy']	['based and a book']
1849	Prince Valiant (1997)	['Adventure']	
1850	I Love You, Don't Touch Me! (1998)	['Drama', 'Romance']	['tiresome']
1851	Leather Jacket Love Story (1997)	['Drama', 'Romance']	
1852	Love Walked In (1998)	['Drama', 'Thriller']	
1853	Alan Smithee Film: Burn Hollywood Burn, An (1997)	['Comedy']	['golden raspberry (worst picture)']
1854	Kissing a Fool (1998)	['Comedy', 'Romance']	
1855	Krippendorf's Tribe (1998)	['Comedy']	['anthropology', 'stereotypes']
1856	Kurt & Courtney (1998)	['Documentary']	['omfg its a konspirisy!', 'conspiracy', 'drugs', 'heroin', 'musicians', 'nirvana', 'punk rock', 'suicide']
1857	Real Blonde, The (1997)	['Comedy']	
1858	Mr. Nice Guy (1997)	['Action', 'Comedy']	['jackie chan', 'jackie chan']
1859	Taste of Cherry (Ta'm e guilass) (1997)	['Drama']	['criterion', 'austere', 'deliberate', 'enigmatic', 'haunted by the past', 'lyrical', 'meditative', 'obsessive quests', 'suicide', 'understated', 'golden palm']
1860	Character (Karakter) (1997)	['Drama']	['fantastic foreign films', 'oscar (best foreign language film)']
1861	Junk Mail (Budbringeren) (1997)	['Comedy', 'Thriller']	
1862	Species II (1998)	['Horror', 'Sci-Fi']	['nudity (full frontal)', 'nudity (full frontal)', 'nudity (rear)']
1863	Major League: Back to the Minors (1998)	['Comedy']	
1864	Sour Grapes (1998)	['Comedy']	
1865	Wild Man Blues (1997)	['Documentary']	['concert', 'jazz', 'musicians']
1866	Big Hit, The (1998)	['Action', 'Comedy', 'Crime']	['action', 'coolness', 'off-beat comedy']
1867	Tarzan and the Lost City (1998)	['Action', 'Adventure']	
1869	Black Dog (1998)	['Action', 'Thriller']	
1870	Dancer, Texas Pop. 81 (1998)	['Comedy', 'Drama']	
1871	Friend of the Deceased, A (Priyatel pokonika) (1997)	['Comedy', 'Drama']	
1872	Go Now (1995)	['Drama']	
1873	MisÃ©rables, Les (1998)	['Crime', 'Drama', 'Romance']	['library vhs', 'bibliothek', 'adapted from:book', 'adapted from:play/opera', 'author:v. hugo', 'uma thurman']
1874	Still Breathing (1997)	['Comedy', 'Romance']	['true love']
1875	Clockwatchers (1997)	['Comedy']	['angry', 'biting', 'deliberate', 'humorous', 'quirky', 'understated', 'smart writing', 'workplace']
1876	Deep Impact (1998)	['Drama', 'Sci-Fi', 'Thriller']	['science', 'space', 'astronomy', 'catastrophy', 'comet', 'disaster', 'threat', 'saab', 'seen more than once', 'futuristmovies.com', 'elijah wood', 'mimi leder', 'robert duvall', 'tã©a leoni', '31.03.06', 'bibliothek', 'seen', 'apocalypse', 'catastrophe', 'elijah wood', 'morgan freeman', 'robert duvall', 'sci-fi', 'morgan freeman', 'catastrophe', 'disaster', 'space', 'catastrophe', 'morgan freeman', 'world end', 'foqam', 'disaster']
1877	Little Men (1998)	['Drama']	
1878	Woo (1998)	['Comedy', 'Romance']	
1879	Hanging Garden, The (1997)	['Drama', 'Romance']	['adolescence is hell', 'gay', 'suicide', 'toronto film festival winner', 'toronto film festival winner 1997', 'ashley macisaac', 'nova scotia']
1880	Lawn Dogs (1997)	['Drama']	['children', 'nudity (topless - notable)', 'nudity (topless - notable)', 'children']
1881	Quest for Camelot (1998)	['Adventure', 'Animation', 'Children', 'Fantasy']	"['ihq', 'cartoon', 'king arthur', ""can't remember""]"
1882	Godzilla (1998)	['Action', 'Sci-Fi', 'Thriller']	['matthew broderick', 'monster', 'jean reno', '70mm']
1883	Bulworth (1998)	['Comedy', 'Drama', 'Romance']	"['good romantic comedies', 'political', 'politics', ""can't remember"", 'watch again', 'politics', 'don cheadle', 'ennio morricone', 'funny', 'politics', 'atmospheric', 'politics', 'crap', 'exceptionally promises', 'drama', 'left wing', 'politics and race', 'politics', 'bullshit', ""didn't see""]"
1884	Fear and Loathing in Las Vegas (1998)	['Adventure', 'Comedy', 'Crime', 'Drama', 'Fantasy']	['based on a book', 'bats', 'gilliam', 'ohsoso', 'bats', 'frantic', 'nightmare vacations', 'johnny depp', 'johnny depp', 'cynical', 'drugs', 'freedom from society', 'gonzo', 'hunter s. thompson', 'satirical', 'biopic', 'drugs', 'hunter s. thompson', 'literary adaptation', 'drugs', 'drugs', 'gonzo', 'journalism', 'own', 'drugs', 'hunter s. thompson', 'benicio del toro', 'terry gilliam', 'biting', 'cons and scams', 'culture clash', 'cynical', 'disturbing', 'drug addiction', 'frantic', 'hallucinatory', 'irreverent', 'nightmare vacations', 'nothing goes right', 'satirical', 'based on a book', 'drugs', 'johnny depp', 'drugs', 'psychedelic', 'johnny depp', 'terry gilliam', 'drugs', 'johnny depp', 'dvd', 'seen at the cinema', 'adapted from:book', 'author:hunter s. thompson', 'biographical view', 'character based on real person:hunter s. thompson', '3.5', 'gonzo', 'drugs', 'gilliam', 'drugs', 'gonzo', 'gonzo', 'drugs', 'road movie', 'feel-good', 'johnny depp', 'terry gilliam', 'comedy', 'drugs', 'hunter s. thompson', 'my movies', 'movie to see', 'johnny depp', 'drugs', 'flamingo', 'vegas']
1885	Opposite of Sex, The (1998)	['Comedy', 'Drama']	"[""sven's to see list""]"
1886	I Got the Hook Up (1998)	['Comedy']	
1887	Almost Heroes (1998)	['Adventure', 'Comedy']	['chris farley', 'history', 'history']
1888	Hope Floats (1998)	['Comedy', 'Drama', 'Romance']	"['blindfold', 'harry connick jr.', ""can't remember"", 'sandra bullock']"
1889	Insomnia (1997)	['Crime', 'Mystery', 'Thriller']	"['books', 'conscience', 'fashion clothing', 'hotel', 'moral ambiguity', 'norway', 'nudity (topless)', 'occupational accident', 'police', 'school', ""writer's life"", 'criterion', ""erlend's dvds"", 'bleak', 'cynical', 'disturbing', 'grim', 'moody', 'murder investigations', 'police corruption', 'wintry', 'murder', 'police investigation', '2.5', 'remade']"
1890	Little Boy Blue (1997)	['Drama']	
1891	Ugly, The (1997)	['Horror', 'Thriller']	['flashbacks']
1892	Perfect Murder, A (1998)	['Thriller']	['based on a play', 'michael douglas', 'gwyneth paltrow', 'viggo mortensen', 'thriller', 'awesome', 'douglas', 'paltrow', 'suspenseful', 'bad remake', 'potato']
1893	Beyond Silence (Jenseits der Stille) (1996)	['Drama']	['in netflix queue']
1894	Six Days Seven Nights (1998)	['Adventure', 'Comedy', 'Romance']	['leading man too old.', 'mediocre', 'vbnbvn', 'harrison ford', 'adventure', 'harrison ford', 'adventure', 'comedy', 'romance', 'crap', 'chick flick', 'chick flic', 'odd pairing of anne heche and harrison ford.', 'boring', 'bad to the extreme']
1895	Can't Hardly Wait (1998)	['Comedy', 'Drama', 'Romance']	['ethan embry', 'party', 'seth green', 'teen movie', 'taped', 'teen movie']
1896	Cousin Bette (1998)	['Comedy']	
1897	High Art (1998)	['Drama', 'Romance']	['lesbian', 'lesbian', 'lisbeen', 'lesbian', 'lesbien']
1898	Land Girls, The (1998)	['Drama', 'War']	
1899	Passion in the Desert (1998)	['Adventure', 'Drama']	['artistic']
1900	Children of Heaven, The (Bacheha-Ye Aseman) (1997)	['Comedy', 'Drama']	['in netflix queue', 'in netflix queue', 'brother sister relationship', 'iran', 'race', 'tehran', 'iran']
1901	Dear Jesse (1997)	['Documentary']	['gay', 'homophobia', 'politics']
1902	Dream for an Insomniac (1996)	['Drama', 'Romance']	['generation x', 'bibliothek']
1903	Hav Plenty (1997)	['Comedy']	
1904	Henry Fool (1997)	['Comedy', 'Drama']	"['bittersweet', 'deadpan', 'deliberate', 'earnest', 'eccentric families', 'humorous', 'literate', 'matter-of-fact', 'moody', 'quirky', 'rise and fall stories', 'stylized', 'suburban dysfunction', 'understated', 'unlikely friendships', ""writer's life"", 'bittersweet']"
1905	Marie From the Bay of Angels (Marie Baie Des Anges) (1997)	['Drama']	
1906	Mr. Jealousy (1997)	['Comedy', 'Romance']	['endless talking']
1907	Mulan (1998)	['Adventure', 'Animation', 'Children', 'Comedy', 'Drama']	"['2', 'fabulous', 'walt disney', 'disney', 'disney was really reaching for material', 'ninja', 'christina aguilera performs ""reflection""', 'great soundtrack', 'barry cook', 'tony bancroft', 'disney animated feature', 'gender disguise', 'heroine', 'asian culture', 'chinese culture', 'musical', 'b.d. wong', 'eddie murphy', 'harvey fierstein', 'lea salonga', 'miguel ferrer', 'ming-na', 'pat morita', 'soon-tek oh', 'disney', 'disney', '70mm', 'family', 'good', 'animation', 'wholesome', 'disney', 'funny eddie murphy', 'nicely animated', 'fun to watch', 'children', 'ok', 'chinese', 'cartoons', 'disney', 'disney animated feature', 'no', 'nice movie', 'good animation', 'standard disney storyline', 'amazing!', 'animated', 'chinese', 'disney', 'cartoons', 'animation', 'disney']"
1908	Resurrection Man (1998)	['Drama', 'Thriller']	
1909	X-Files: Fight the Future, The (1998)	['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']	['antarctica', 'fbi', 'aliens', 'conspiracy', 'virus', 'conspiracy', 'aliens', 'conspiracy', 'scifi', 'based on a tv show', 'gillian anderson', 'x-files!!', 'based on a tv show', 'seen at the cinema', 'based on a tv show', 'tv', 'aliens', 'conspiracy', 'scifi', 'aliens', 'scifi', 'aliens', 'action', 'aliens', 'conspiracy', 'scifi', 'aliens', 'conspiracy', 'movie to see', 'tv spinoff', 'science fiction', 'aliens', 'conspiracy', 'scifi', 'locusts']
1910	I Went Down (1997)	['Action', 'Comedy', 'Crime']	
1911	Dr. Dolittle (1998)	['Comedy']	['turd', 'family comedy', 'adapted from:book series', 'dogs']
1912	Out of Sight (1998)	['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']	"['heist', 'bibliothek', ""erlend's dvds"", 'heist', 'oscar nominee: adapted screenplay', 'seen at the cinema', ""tumey's dvds""]"
1913	Picnic at Hanging Rock (1975)	['Drama', 'Mystery']	['australia', 'literary adaptation', 'australia', 'australia', 'austere', 'deliberate', 'dreamlike', 'eerie', 'enigmatic', 'ominous', 'understated', 'criterion', 'breathtaking', 'enigmatic', 'dream-like', 'vhs']
1914	Smoke Signals (1998)	['Comedy', 'Drama']	['directorial debut', 'interesting and unusual characters', 'native americans', 'memorable', 'native americans']
1915	Voyage to the Beginning of the World (Viagem ao PrincÃ­pio do Mundo) (1997)	['Drama']	
1916	Buffalo '66 (a.k.a. Buffalo 66) (1998)	['Drama', 'Romance']	"['directorial debut', 'the end of the solitude', ""erlend's dvds"", 'austere', 'drab', 'elegiac', 'humorous', 'melancholy', 'quirky', 'talky', 'wry', 'avant-garde romantic comedy', 'bowling', 'tap dance', 'vincent gallo', '_jur', 'kidnapping', 'stockholm syndrome', 'christina ricci', 'vincent gallo']"
1917	Armageddon (1998)	['Action', 'Romance', 'Sci-Fi', 'Thriller']	['big budget', 'unrealistic', 'bruce willis', 'space', 'excellent soundscore', 'golden raspberry (worst actor)', 'meteorite', 'criterion', 'futuristmovies.com', 'bruce willis', 'michael bay', 'afternoon section', 'ben affleck', 'bruce willis', 'space', 'apocalypse', 'catastrophe', 'disaster', 'end of the world', 'humorous', 'oscar nominee: sound effects editing', 'outer space', 'space', 'flashy', 'humorous', 'ominous', 'rousing', 'slick', 'stylized', 'tense', 'bruce willis', 'bruce willis', 'end of the world', 'space', 'turd', 'bruce willis', 'divx1', 'apocolypse', 'outer space', 'bruce willis', 'archaeology', 'end of the world', 'bruce willis', 'bruce willis', 'liv tyler', 'oscar nominee', 'apocalypse', 'bruce willis', 'space', 'catastrophe', 'space', 'space', 'space program', 'end of the world', 'ben affleck', 'bruce willis', 'world end', '70mm']
1918	Lethal Weapon 4 (1998)	['Action', 'Comedy', 'Crime', 'Thriller']	['big budget', 'i want number 5.', 'want it', 'sequel', 'subgenre:cop buddies', 'action', 'mel gibson', 'leslie neilsen', 'action', 'buddy', 'china', 'comedy', 'mob', 'mel gibson', 'action', 'comedy', 'vhs', 'action', 'comedy']
1919	Madeline (1998)	['Children', 'Comedy']	['based on a book', 'adapted from:book series', 'setting:paris', 'based on a book', 'boarding school', 'paris', 'school']
1920	Small Soldiers (1998)	['Animation', 'Children', 'Fantasy', 'War']	['seen at the cinema', 'toys']
1921	Pi (1998)	['Sci-Fi', 'Thriller']	['directorial debut', 'mental illness', 'psychology', 'mathematics', 'gfei own it', 'aronofski', 'maths', 'mnm', 'without martha', 'paranoid', 'mathematics', 'darren aronofsky', 'mathematics', 'maths', 'docudrama', 'black and white', 'board game', 'headache', 'new york city', 'pieni leffakauppa', 'great soundtrack', 'math', 'spot the patterns', 'well-made', 'aronofski', 'paranoia', 'religious', 'black and white', 'great soundtrack', 'mathematics', 'own', 'cerebral', 'enigmatic', 'hallucinatory', 'ominous', 'paranoid', 'stylized', 'tense', 'math', 'darren aronofsky', 'seen more than once', 'dvd', 'fun with power tools', '3', 'divx1', 'darren aronofsky', 'mathematics', 'unsafe drill use', 'underrated', 'mathematics', 'low budget', 'notable soundtrack', 'mathematics', 'god', 'maths', 'cerebral', 'darren aronofsky', 'maths', 'notable soundtrack', 'seen more than once', 'mathematics', 'clearplay', 'r', 'black and white', 'go', 'judaism', 'low budget', 'math', 'mathematics', 'nyc', 'paranoia', 'religion', 'stock market', 'nyc', 'need to own']
1922	Whatever (1998)	['Drama']	
1923	There's Something About Mary (1998)	['Comedy', 'Romance']	"['dumbest movie ever', 'not a very inteligent comedy film', 'hilarious', 'overrated', 'hilarious', 'jonathan richman', 'comedy plot classic', 'hella cool', 'boring', 'boring', 'easygoing', 'goofy', 'madcap', 'raunchy', 'sexual', 'overrated', 'fun', 'fun', ""eric's dvds"", 'seen at the cinema', '2', 'awful movie', 'overrated', 'crude humor', 'to watch soon', 'overrated', 'avi', 'ben stiller', 'jonathan richman', 'theater', 'tv', 'vhs', 'cameron diaz', 'theater', 'hilarious', 'classic!!!', 'boring', 'fun', 'afi 100 (laughs)']"
1924	Plan 9 from Outer Space (1959)	['Horror', 'Sci-Fi']	"['who cares dvds', ""so bad it's funny"", 'ironic', ""so bad it's funny"", 'cheesy', 'zombie', ""tumey's dvds"", 'humor', 'ironic', 'clv', 'worst movie ever']"
1925	Wings (1927)	['Action', 'Drama', 'Romance', 'War']	['national film registry', 'oscar (best picture)', 'military recruits/training', 'oscar (best picture)', 'oscar (best picture)']
1926	Broadway Melody, The (1929)	['Musical']	['oscar (best picture)', 'oscar (best picture)']
1927	All Quiet on the Western Front (1930)	['Action', 'Drama', 'War']	"['based on a book', 'world war i', 'national film registry', 'oscar (best directing)', 'oscar (best picture)', 'world war i', 'netflix instant', 'imdb top 250', 'literary adaptation', 'world war i', 'german perspective', 'oscar (best directing)', 'oscar (best picture)', 'afi #54', 'best picture', ""erlend's dvds"", 'oscar (best picture)', 'afi #54', 'oscar (best picture)', 'imdb top 250', 'german perspective', 'war movie', 'war ugliness', 'world war i', 'world war i', 'afi 100', 'oscar (best directing)', 'oscar (best picture)']"
1928	Cimarron (1931)	['Drama', 'Western']	['oscar (best picture)', 'oscar (best picture)']
1929	Grand Hotel (1932)	['Drama']	"['national film registry', 'oscar (best picture)', 'oscar (best picture)', ""tumey's dvds"", 'oscar (best picture)', 'afi 100 (movie quotes)', 'oscar (best picture)']"
1930	Cavalcade (1933)	['Drama', 'Romance', 'War']	['based on a play', 'noel coward', 'oscar (best directing)', 'oscar (best picture)', 'oscar (best picture)']
1931	Mutiny on the Bounty (1935)	['Adventure', 'Drama']	"['afi 100', 'ships', 'oscar (best picture)', 'afi 100', 'afi #86', 'best picture', 'oscar (best picture)', ""tumey's dvds"", 'afi #86', 'clark gable', 'oscar (best picture)', 'charles laughton', 'clark gable', 'afi 100', 'oscar (best picture)']"
1932	Great Ziegfeld, The (1936)	['Drama', 'Musical']	['oscar (best actress)', 'oscar (best picture)', 'biography', 'oscar (best picture)', 'oscar (best picture)', 'classic', 'comedy', 'love', 'musical', 'biopic', 'broadway', 'circus', 'dancing girls', 'sandow', 'ziegfeld follies']
1933	Life of Emile Zola, The (1937)	['Drama']	['national film registry', 'oscar (best picture)', 'oscar (best supporting actor)', 'oscar (best picture)', 'oscar (best picture)', 'oscar (best supporting actor)', 'oscar (best picture)', 'oscar (best supporting actor)']
1934	You Can't Take It with You (1938)	['Comedy', 'Romance']	['oscar (best directing)', 'oscar (best picture)', 'oscar:best picture', 'oscar:directing', 'oscar (best picture)', 'corvallis library']
1935	How Green Was My Valley (1941)	['Drama', 'Musical', 'Romance']	['national film registry', 'oscar (best cinematography)', 'oscar (best directing)', 'oscar (best picture)', 'oscar (best supporting actor)', 'rhondda', 'oscar (best picture)', 'oscar (best cinematography)', 'oscar (best picture)', 'oscar (best supporting actor)', 'oscar (best cinematography)', 'oscar (best directing)', 'oscar (best picture)', 'oscar (best supporting actor)']
